"DE SOMVILLE, Oscar Charles",BEL
"HEMELSOET, Maurice",BEL
"ODBERG, Frank",BEL
"VAN CROMBRUGGHE, Marcel Lucien",BEL
"VAN LANDEGHEM, Alfred",BEL
"VERDONCK, Maurice",BEL
"CARSTENS, Wilhelm",GER
"FELLE, Ernst",GER
"FICKEISEN, Otto",GER
"KÇ_RNER, Julius",GER
"KRÇ_WERATH, Franz",GER
"LEHLE, Carl",GER
"MÇ_LLER, Adolf",GER
"MOTHS, Gustav Adolf",GER
"RÇ_STER, Hugo",GER
"WILKER, Hermann",GER
"BOUCKAERT, Henri",FRA
"CAU, Jean",FRA
CHARLOT,FRA
"DELCHAMBRE, Emile",FRA
"GOSSLER, Carl Heinrich",GER
"GOSSLER, Gustav Ludwig",GER
"GOSSLER, Oscar",GER
"HAZEBROUCK, Henri",FRA
"KATZENSTEIN, Walther",GER
"TIETGENS, Waldemar",GER
"BROCKMANN, Hermanus Gerardus",NED
"HIEBENDAAI, Coenraad Christiaan",NED
"LOTSY, Gerhard Oswald",NED
"LOTSY, Paulus Jan",NED
"LUMPP, Georges",FRA
"PERRIN, Charles",FRA
"SOUBEYRAN, Daniel",FRA
"TERWOGT, Johannes Hester Lambertus",NED
"WEGELIN, Emile",FRA
"DELTOUR, Carlos",FRA
"PAOLI, Raoul",FRA
"VEDRENNE, Antoine Erneste",FRA
"BRANDT, Francois Antoine",ZZX
"BROCKMANN, Hermanus Gerardus",ZZX
"KLEIN, Roelof",ZZX
"MARTINET, Louis",FRA
UNKNOWN COX / BARREUR INCONNU,FRA
WALEFF,FRA
"ASHE, Saint-George",GBR
"BARRELET, Henri",FRA
"GAUDIN, AndrÇ¸",FRA
"AITOFF, Vladimir",FRA
"ALBERT, A.",FRA
"BINOCHE, Jean, LÇŸ¶¸on",FRA
"COLLAS, Jean",FRA
"GAUTIER, Jean Guy",FRA
"GIROUX, Auguste",FRA
"GONDOUIN, Charles",FRA
"HENRIQUEZ DE ZUBIERRA, Constantin",FRA
"HERVE, Jean",FRA
"LARDANCHET, Victor",FRA
"LEFEBVRE, Hubert",FRA
"OLIVIER, Joseph",FRA
"PHARAMOND, Alexandre",FRA
"REICHEL, Frantz",FRA
"RISCHMANN, AndrÇ¸",FRA
"ROOSEVELT, Albert",FRA
"SARRADE, Emile",FRA
"AMRHEIN, Albert",GER
"BAYLISS, F.C.",GBR
"BETTING, Hugo",GER
"BIRTLES, J.Henry",GBR
"CAUTLON, J.",GBR
"DARBY, Artur John",GBR
"DEYKIN, C.P.",GBR
"HERRMANN, Jacob",GER
"HOFMEISTER, Willy",GER
"HOOD, L.",GBR
"KREUZER, Hermann",GER
"LANDVOIGT, Arnold",GER
"LATSCHA, Hans",GER
"LOGAN, M.L.",GBR
"LOVEITT, H.A.",GBR
"LUDWIG, Erich",GER
"LUDWIG, Richard",GER
"MÇ_LLER, Fritz",GER
"NICOL, N.S.",GBR
"POPPE, Eduard",GER
"REITZ, Heinrich",GER
"SCHMIERER, August",GER
"SMITH, V.",GBR
"STOCKHAUSEN, Adolf",GER
"TALBOT, M.W.",GBR
"WALLIS, J.G.",GBR
"WENDEROTH, Georg",GER
"WHITTINDALE, Claud",GBR
"WHITTINDALE, Raymond",GBR
"WILSON, Francis Henry",GBR
"MICHELET, E.",FRA
"MICHELET, F.",FRA
"GRETTON, John H.",GBR
"HOPE, Linton",GBR
"LORD CURRIE, Lorne Campbell",GBR
"BAUDRIER, Jacques",FRA
"LEBRET, Jean",FRA
MARCOTTE,FRA
"MARTIN, William",FRA
VALTON,FRA
"HORE, Edward",GBR
"BILLARD, Emile",FRA
"PERQUER, P.",FRA
"LE DUC DECAZES, Jean",FRA
"MACHENRY, M.",USA
"TAYLOR, Howard",GBR
"GUFFLET, Maurice",FRA
"MICHELET, E.",FRA
"MICHELET, F.",FRA
"GRETTON, John H.",GBR
"HOPE, Linton",GBR
"LORD CURRIE, Lorne Campbell",GBR
"NAUE, Georg",GER
"PETERS, Heinrich",GER
"WEISE, Ottokar",GER
"WIESNER, Martin",GER
"BALME, EugÇùne",FRA
"LARROUY, Maurice",FRA
"MOREAUX, LÇ¸on",FRA
"BOUWENS, Antonius",NED
"SILLEM, Henrik",NED
"SWEYS, Anthony Ahasuerus",NED
"VAN DEN BERGH, Solko Johannes",NED
"VAN HAAN, Gerardus",NED
"LÇ_THI, Friedrich",SUI
"PROBST, Paul",SUI
"RICHARDET, Louis-Marc",SUI
"RÇ_DERER, Karl Konrad",SUI
"STÇ_HELI, Konrad",SUI
"DUFFOY, Louis",FRA
"LECOQ, Maurice",FRA
"MOREAUX, LÇ¸on",FRA
"PAROCHE, Achille",FRA
TRINITE,FRA
"STÇ_HELI, Konrad",SUI
"RÇ_DERER, Karl Konrad",SUI
"PAROCHE, Achille",FRA
"Ç_STMO, Ole",NOR
"VAN ASBROECK, Paul",BEL
"KELLENBERGER, Emil",SUI
"NIELSEN, Anders Peter",DEN
"STÇ_HELI, Konrad",SUI
"KELLENBERGER, Emil",SUI
"NIELSEN, Anders Peter",DEN
"Ç_STMO, Ole",NOR
"PAROCHE, Achille",FRA
"NIELSEN, Anders Peter",DEN
"PAUMIER DU VERGIER, Charles",BEL
"MADSEN, Lars JÇôrgen",DEN
"Ç_STMO, Ole",NOR
"CAVADINI, Auguste",FRA
"LECOQ, Maurice",FRA
"MOREAUX, LÇ¸on",FRA
"PAROCHE, Achille",FRA
"THOMAS, RenÇ¸",FRA
"BÇ_CKLI, Franz",SUI
"GRÇ_TER, Alfred",SUI
"KELLENBERGER, Emil",SUI
"RICHARDET, Louis-Marc",SUI
"STÇ_HELI, Konrad",SUI
"FRYDENLUND, Olaf Emil",NOR
"HERMANDSEN, Hellmer",NOR
"Ç_STMO, Ole",NOR
"SAETHER, Ole Andreas",NOR
"SEEBERG, Tom",NOR
"DE CLARY, Justinien",FRA
"DE BARBARIN, Roger",FRA
"GUYOT, RenÇ¸",FRA
"DE LA CHAPELLE, Georges",FRA
"MAHONY, Harold Sergerson",GBR
"NORRIS, Arthur B.J.",GBR
"PREVOST, AndrÇ¸",FRA
"DOHERTY, Hugh Lawrence",GBR
"DOHERTY, Reginald Frank",GBR
"DE GARMENDIA, Basil Spalding",ZZX
"DECUGIS, Max",ZZX
"DOHERTY, Hugh Lawrence",ZZX
"WARDEN, Archibald A.",ZZX
"DOHERTY, Reginald Frank",GBR
"MAHONY, Harold Sergerson",ZZX
"JONES, Marion",ZZX
"ROSENBAUM, Hedwig",ZZX
"COOPER, Charlotte",GBR
"PREVOST, HÇ¸lÇùne",ZZX
"DOHERTY, Reginald Frank",GBR
"NORRIS, Arthur B.J.",GBR
"DOHERTY, Hugh Lawrence",GBR
"MAHONY, Harold Sergerson",GBR
"JONES, Marion",USA
"ROSENBAUM, Hedwig",BOH
"COOPER, Charlotte",GBR
"PREVOST, HÇ¸lÇùne",FRA
"AABYE, Edgar",ZZX
"NILSSON, August",ZZX
"SCHMIDT, Eugen",ZZX
"SÇ_DERSTRÇ_M, Gustaf",ZZX
"STAAF, Karl Gustav",ZZX
"WINCKLER, Charles",ZZX
"BASSET, Pierre",FRA
"COLLAS, Jean",FRA
"GONDOUIN, Charles",FRA
"HENRIQUEZ DE ZUBIERRA, Constantin",FRA
"ROFFO, Joseph",FRA
"SARRADE, Emile",FRA
"BRAUNSCHWEIGER, Alfred",GER
"KEHOE, Frank",USA
"SHELDON, George",USA
"HOFFMANN, Georg",GER
"GOODWIN, Leo Budd",USA
"DICKEY, William Paul",USA
"ADAMS, Edgar H.",USA
"ZACHARIAS, Georg",GER
"BRACK, Walter",GER
"HOFFMANN, Georg",GER
"LEARY, J. Scott",USA
"HALMAY, Zoltan",HUN
"DANIELS, Charles",USA
"GAILEY, Francis",USA
"RAUSCH, Emil",GER
"KISS, Geza",HUN
"RAUSCH, Emil",GER
"DANIELS, Charles",USA
"GAILEY, Francis",USA
"HANDY, Hehry Jamison",USA
"ZACHARIAS, Georg",GER
"BRACK, Walter",GER
"WAHLE, Otto",AUT
"DANIELS, Charles",USA
"GAILEY, Francis",USA
"EVANS, Gwynne",USA
"ORTHWEIN, William Robert",USA
"REYBURN, Amadee",USA
"SCHWARTZ, Marquard",USA
"DANIELS, Charles",USA
"GOODWIN, Leo Budd",USA
"HANDLEY, Louis De Breda",USA
"RUDDY, Joseph A.",USA
"GOETZ, Hugo",USA
"HAMMOND, David",USA
"THORNE, Raymond",USA
"TUTTLE, William",USA
"DANIELS, Charles",USA
"HALMAY, Zoltan",HUN
"LEARY, J. Scott",USA
"KISS, Geza",HUN
"RAUSCH, Emil",GER
"GAILEY, Francis",USA
"THOMPSON, William Henry",USA
"BRYANT, George Philipp",USA
"WILLIAMS, Robert",USA
"POLLOCK, Jessie",USA
"HOWELL, Matilda Scott",USA
"COOKE, Emma C.",USA
"POLLOCK, Jessie",USA
